city,country,lat,lng
Zacapa,Guatemala,14.972,-89.529
Lauderdale Lakes,United States,26.1682,-80.2017
Chillum,United States,38.9667,-76.979
Kahama,Tanzania,-3.8196,32.58
Paphos,Cyprus,34.7559,32.4225
Manhattan Beach,United States,33.8895,-118.3972
Beja,Portugal,38.014,-7.863
Bell,United States,33.9801,-118.1798
Ulaangom,Mongolia,49.9833,92.0666
Phichit,Thailand,16.439,100.349
Watertown Town,United States,42.37,-71.1774
Oriximiná,Brazil,-1.7596,-55.87
Barreiros,Brazil,-8.8296,-35.2
Santa Rosa de Copán,Honduras,14.77,-88.78
Xique-Xique,Brazil,-10.82,-42.73
Göyçay,Azerbaijan,40.6534,47.7406
La Barca,Mexico,20.2804,-102.56
Pánuco,Mexico,22.0604,-98.19
Loei,Thailand,17.4919,101.7315
Shumerlya,Russia,55.4848,46.4244
Karlskrona,Sweden,56.203,15.296
Luebo,Congo (Kinshasa),-5.3495,21.41
Talas,Kyrgyzstan,42.5184,72.2429
Jacarèzinho,Brazil,-23.1599,-49.98
La Asunción,Venezuela,11.0333,-63.8833
Samut Songkhram,Thailand,13.413,100.001
Kalmar,Sweden,56.667,16.3666
Taibao,Taiwan,23.45,120.3333
Itapecuru Mirim,Brazil,-3.4,-44.36
Ölgiy,Mongolia,48.9337,89.95
Sinop,Turkey,42.023,35.153
Viborg,Denmark,56.4333,9.4
Januária,Brazil,-15.48,-44.37
Rovaniemi,Finland,66.5,25.7159
Adjumani,Uganda,3.3614,31.8097
Port-de-Paix,Haiti,19.9318,-72.8295
Osório,Brazil,-29.88,-50.27
University City,United States,38.6657,-90.3315
Satun,Thailand,6.6167,100.0667
Norristown,United States,40.1224,-75.3398
Oildale,United States,35.4249,-119.0279
Beverly Hills,United States,34.0786,-118.4021
Foster City,United States,37.5553,-122.2659
Englewood,United States,39.6468,-104.9942
Bragança,Portugal,41.808,-6.755
Bouar,Central African Republic,5.95,15.6
Goba,Ethiopia,7.01,39.97
Gisborne,New Zealand,-38.6633,178.0181
Babati,Tanzania,-4.2195,35.75
Sibut,Central African Republic,5.7338,19.0833
Karonga,Malawi,-9.9329,33.9333
Szekszárd,Hungary,46.344,18.713
Morrinhos,Brazil,-17.73,-49.11
Coroatá,Brazil,-4.1296,-44.15
Kaneohe,United States,21.4062,-157.7904
Ahuachapán,El Salvador,13.919,-89.845
Chester,United States,39.8456,-75.3719
Bodø,Norway,67.2468,14.399
Owando,Congo (Brazzaville),-0.4796,15.92
Golden Glades,United States,25.9129,-80.2013
Aosta,Italy,45.737,7.315
Glendale Heights,United States,41.9196,-88.0785
Durazno,Uruguay,-33.41,-56.51
Kakata,Liberia,6.526,-10.349
Dana Point,United States,33.4733,-117.6969
Ocotal,Nicaragua,13.63,-86.473
Fada Ngourma,Burkina Faso,12.055,0.361
Fair Oaks,United States,38.8653,-77.3586
Long Beach,United States,40.5887,-73.666
Fair Lawn,United States,40.9359,-74.1177
Foothill Farms,United States,38.6867,-121.3475
Buenaventura Lakes,United States,28.3349,-81.3539
Montgomery Village,United States,39.1783,-77.1957
Jacmel,Haiti,18.235,-72.537
Westmont,United States,33.9417,-118.3018
Prachuap Khiri Khan,Thailand,11.803,99.8
Castelo Branco,Portugal,39.811,-7.488
Cananea,Mexico,30.9904,-110.3
Campbell River,Canada,50.0171,-125.25
Choybalsan,Mongolia,48.0666,114.506
Huntington Station,United States,40.8446,-73.405
Sumbe,Angola,-11.21,13.85
Kampong Speu,Cambodia,11.452,104.519
Midvale,United States,40.6148,-111.8928
Eastchester,United States,40.9536,-73.8134
Tak,Thailand,16.8847,99.1293
Koh Kong,Cambodia,11.6175,102.9849
Lawndale,United States,33.8884,-118.3531
Kotovsk,Russia,52.5947,41.5044
Cradock,South Africa,-32.1995,25.61
Bangassou,Central African Republic,4.7338,22.8166
Fribourg,Switzerland,46.8,7.15
Courtenay,Canada,49.6833,-125
Spring Valley,United States,41.1151,-74.0486
Capitão Poço,Brazil,-1.7496,-47.09
Harper,Liberia,4.3754,-7.717
Orangeville,Canada,43.9171,-80.0833
Maués,Brazil,-3.3896,-57.72
Eastpointe,United States,42.4657,-82.9461
Franklin Square,United States,40.7002,-73.6775
West Little River,United States,25.857,-80.2367
Tenosique,Mexico,17.4804,-91.43
Garfield,United States,40.8791,-74.1085
North Providence,United States,41.8616,-71.4575
College Park,United States,38.996,-76.9337
Artvin,Turkey,41.183,41.818
Parras de la Fuente,Mexico,25.4204,-102.1799
Gümüşhane,Turkey,40.464,39.484
Florida,Uruguay,-34.099,-56.215
Paranaíba,Brazil,-19.6796,-51.2
Moose Jaw,Canada,50.4,-105.55
Bocaiúva,Brazil,-17.1096,-43.81
Guarda,Portugal,40.541,-7.262
Boende,Congo (Kinshasa),-0.2196,20.86
Rumbek,South Sudan,6.8,29.6833
Mamoudzou,Mayotte,-12.7871,45.275
Ciudad Sabinas Hidalgo,Mexico,26.51,-100.18
Rivas,Nicaragua,11.4404,-85.82
Petatlán,Mexico,17.5204,-101.27
São Luís Gonzaga,Brazil,-28.41,-54.96
Parkville,United States,39.3832,-76.5519
Campo Maior,Brazil,-4.82,-42.18
Uniondale,United States,40.7176,-73.5947
Masindi,Uganda,1.6744,31.715
Barra do Bugres,Brazil,-15.0696,-57.19
Neuchâtel,Switzerland,46.999,6.923
Krabi,Thailand,8.052,98.912
Tucano,Brazil,-10.9696,-38.79
San Pablo,United States,37.9628,-122.3425
Kouvola,Finland,60.876,26.709
Tena,Ecuador,-0.9796,-77.81
Miami Lakes,United States,25.9125,-80.3214
Dumfries,United Kingdom,55.0671,-3.55
Diffa,Niger,13.3171,12.6089
Jérémie,Haiti,18.6339,-74.1184
Arendal,Norway,58.4648,8.766
Long Branch,United States,40.2965,-73.9915
Santa Paula,United States,34.3521,-119.0698
Pallisa,Uganda,1.145,33.7094
City of Orange,United States,40.7682,-74.2348
Oceanside,United States,40.6328,-73.6363
Burlingame,United States,37.586,-122.3669
Ticul,Mexico,20.4004,-89.53
Westchester,United States,25.7474,-80.3358
Āsosa,Ethiopia,10.067,34.5333
Hovd,Mongolia,48.0166,91.6333
San Carlos,United States,37.4982,-122.268
Am Timan,Chad,11.0333,20.2833
Huatabampo,Mexico,26.8304,-109.63
Bay Shore,United States,40.7317,-73.2505
Sterling,United States,39.0052,-77.405
Nebbi,Uganda,2.4758,31.1025
Presidente Dutra,Brazil,-5.25,-44.52
Blenheim,New Zealand,-41.5135,173.955
Ometepec,Mexico,16.6801,-98.42
Novo Horizonte,Brazil,-21.4596,-49.22
Rahway,United States,40.6077,-74.2807
Khorugh,Tajikistan,37.4875,71.5476
Savanna-la-Mar,Jamaica,18.164,-77.948
Golden Gate,United States,26.1844,-81.7031
Iturama,Brazil,-19.73,-50.2
East Palo Alto,United States,37.4671,-122.1352
Port Chester,United States,41.0052,-73.668
Bafatá,Guinea-Bissau,12.167,-14.666
Stung Treng,Cambodia,13.523,105.974
Oak Park,United States,42.4649,-83.1824
Suisun City,United States,38.2471,-122.0086
Doba,Chad,8.6504,16.85
Jinotepe,Nicaragua,11.846,-86.195
Swakopmund,Namibia,-22.6689,14.535
Hamar,Norway,60.82,11.069
Santarém,Portugal,39.231,-8.682
Almenara,Brazil,-16.17,-40.7
Mytilíni,Greece,39.1104,26.5546
Chalatenango,El Salvador,14.072,-89.094
Bắc Kạn,Vietnam,22.1333,105.8333
San Fernando,Mexico,24.8504,-98.16
West Falls Church,United States,38.8648,-77.1878
Englewood,United States,40.8917,-73.9736
Tunceli,Turkey,39.1167,39.5333
Boaco,Nicaragua,12.47,-85.66
Bria,Central African Republic,6.5333,21.9833
Trípoli,Greece,37.5091,22.3794
Shamokin,United States,40.7883,-76.555
Nutley,United States,40.8192,-74.1571
Burbank,United States,41.7444,-87.7686
Ladera Ranch,United States,33.5491,-117.6416
Penonomé,Panama,8.51,-80.36
Kisii,Kenya,-0.6696,34.76
Pilar,Paraguay,-26.8695,-58.3
Brandon,Canada,49.8333,-99.95
Ubaitaba,Brazil,-14.3,-39.33
Melrose,United States,42.4556,-71.059
Newburgh,United States,41.5037,-74.0205
Mililani Town,United States,21.4465,-158.0147
Ouésso,Congo (Brazzaville),1.61,16.05
Hillerød,Denmark,55.9333,12.3167
Iporá,Brazil,-16.45,-51.13
Escuinapa,Mexico,22.8504,-105.8
Drexel Hill,United States,39.9495,-75.3039
Caxito,Angola,-8.5795,13.66
Popondetta,Papua New Guinea,-8.7692,148.2484
Winchester,United States,36.1368,-115.1299
Arvayheer,Mongolia,46.25,102.7666
Mouila,Gabon,-1.8662,11.0167
Bergenfield,United States,40.9236,-73.9982
Guaranda,Ecuador,-1.61,-79.01
Santa Cruz,Brazil,-6.22,-36.03
Mongo,Chad,12.1837,18.7
Mörön,Mongolia,49.6453,100.1544
Treinta y Tres,Uruguay,-33.23,-54.38
Aţ Ţūr,Egypt,28.2394,33.6148
Óbidos,Brazil,-1.91,-55.52
Maywood,United States,33.9885,-118.1877
Nyköping,Sweden,58.764,17.015
Niquelândia,Brazil,-14.4696,-48.47
Isla Vista,United States,34.4144,-119.8581
Imperial Beach,United States,32.5689,-117.1184
Al Ghayz̧ah,Yemen,16.2394,52.1638
Leisure City,United States,25.4937,-80.4369
Silvassa,India,20.2666,73.0166
Lindenhurst,United States,40.6858,-73.3709
Belmont,United States,37.5154,-122.2955
Conceição do Araguaia,Brazil,-8.25,-49.29
Easton,United States,40.6858,-75.2209
Lemon Grove,United States,32.7331,-117.0344
Indiana,United States,40.622,-79.1552
West Whittier-Los Nietos,United States,33.9759,-118.0689
Sensuntepeque,El Salvador,13.88,-88.63
Siliana,Tunisia,36.0833,9.3833
Bregenz,Austria,47.5167,9.7667
Reisterstown,United States,39.4552,-76.8144
Rocha,Uruguay,-34.483,-54.333
Nola,Central African Republic,3.5337,16.0666
La Unión,El Salvador,13.332,-87.839
Bor,South Sudan,6.2072,31.5591
Miracema,Brazil,-21.41,-42.2
Ipu,Brazil,-4.3196,-40.7201
Champotón,Mexico,19.3504,-90.72
Voinjama,Liberia,8.4167,-9.75
University Park,United States,25.7469,-80.3684
Soledad,United States,36.4434,-121.3431
Brockville,Canada,44.5893,-75.6953
Wete,Tanzania,-5.0635,39.7258
Dongola,Sudan,19.1666,30.4833
Tralee,Ireland,52.2667,-9.7167
Canavieiras,Brazil,-15.64,-38.96
Viseu,Portugal,40.657,-7.91
Rawson,Argentina,-43.3,-65.1
Alenquer,Brazil,-1.9396,-54.79
Bayanhongor,Mongolia,46.3,100.9833
Mendi,Papua New Guinea,-6.1444,143.6452
Sena Madureira,Brazil,-9.07,-68.67
Levittown,Puerto Rico,18.4454,-66.1759
Tuxpan,Mexico,21.9304,-105.27
Chachapoyas,Peru,-6.2296,-77.87
Belmont,United States,42.396,-71.1795
Laurel,United States,39.095,-76.8622
South Pasadena,United States,34.1103,-118.1573
Granja,Brazil,-3.1195,-40.84
Pimenta Bueno,Brazil,-11.64,-61.21
Zwedru,Liberia,6.0704,-8.13
Lapa,Brazil,-25.76,-49.73
Cataño,Puerto Rico,18.4415,-66.1388
Nueva Gerona,Cuba,21.8837,-82.8
El Cerrito,United States,37.9197,-122.3025
Aţ Ţafīlah,Jordan,30.8333,35.6
Ossining,United States,41.1609,-73.8712
Ati,Chad,13.2171,18.3333
São Lourenço do Sul,Brazil,-31.37,-51.98
Lambaréné,Gabon,-0.6996,10.2166
Rehoboth,Namibia,-23.3196,17.08
Baldwin,United States,40.6634,-73.6104
University Park,United States,32.8506,-96.7937
Melrose Park,United States,41.9029,-87.8642
Juneau,United States,58.4546,-134.1739
Colinas,Brazil,-6.0395,-44.24
Wewak,Papua New Guinea,-3.5535,143.6367
Cliffside Park,United States,40.8221,-73.988
San Lorenzo,United States,37.6737,-122.1349
San Marcos,Guatemala,14.966,-91.8
Valinda,United States,34.04,-117.9301
Katima Mulilo,Namibia,-17.4996,24.26
Mohale’s Hoek,Lesotho,-30.159,27.48
Lodi,United States,40.8784,-74.0814
South Bradenton,United States,27.4612,-82.5821
Suitland,United States,38.8492,-76.9225
Palm Springs,United States,26.6349,-80.0968
Puyo,Ecuador,-1.483,-77.987
Rockville Centre,United States,40.6643,-73.6383
Moyale,Kenya,3.52,39.05
Covilhã,Portugal,40.2833,-7.5
Pires do Rio,Brazil,-17.2995,-48.28
Otjiwarongo,Namibia,-20.4595,16.64
Felipe Carrillo Puerto,Mexico,19.5804,-88.05
Riverbank,United States,37.7268,-120.9402
Coral Terrace,United States,25.7464,-80.3049
San Fernando,United States,34.2886,-118.4363
Maplewood,United States,40.733,-74.2711
Rouyn-Noranda,Canada,48.25,-79.0332
Watauga,United States,32.8718,-97.2515
Ranong,Thailand,9.962,98.638
Elmwood Park,United States,41.9225,-87.8163
Ciudad Altamirano,Mexico,18.3204,-100.65
Herndon,United States,38.9699,-77.3867
Lamu,Kenya,-2.262,40.9197
Bailey's Crossroads,United States,38.8477,-77.1305
Rolim de Moura,Brazil,-11.7302,-61.7806
San Pedro Pochutla,Mexico,15.7304,-96.47
Ashland,United States,37.6942,-122.1159
Tbeng Meanchey,Cambodia,13.8167,104.9667
Oak Ridge,United States,28.4727,-81.4169
Ghāt,Libya,24.9647,10.1728
Peekskill,United States,41.2883,-73.9227
Fatick,Senegal,14.344,-16.416
Sühbaatar,Mongolia,50.25,106.2
Terrytown,United States,29.9016,-90.028
Ewa Gentry,United States,21.3344,-158.0262
Hialeah Gardens,United States,25.8878,-80.3569
Kiryas Joel,United States,41.3404,-74.1658
Quthing,Lesotho,-30.411,27.716
Carteret,United States,40.5848,-74.2284
Cudahy,United States,33.9631,-118.183
Cloverleaf,United States,29.7882,-95.1724
Aībak,Afghanistan,36.261,68.04
Svay Rieng,Cambodia,11.08,105.801
Koulikoro,Mali,12.8833,-7.55
Decatur,United States,33.7711,-84.2968
Paraíso,Mexico,18.4,-93.23
Iguape,Brazil,-24.72,-47.5699
Rosemont,United States,38.5477,-121.3553
Macas,Ecuador,-2.3096,-78.12
Pijijiapan,Mexico,15.6904,-93.22
Kibaha,Tanzania,-6.7667,38.9167
Maywood,United States,41.8798,-87.8442
Santa Cruz del Quiché,Guatemala,15.0333,-91.1333
Itambé,Brazil,-15.2396,-40.63
West Rancho Dominguez,United States,33.9057,-118.2682
Santa Maria da Vitória,Brazil,-13.39,-44.21
West Puente Valley,United States,34.0512,-117.9681
Gjirokastër,Albania,40.079,20.149
Zug,Switzerland,47.179,8.487
Blue Island,United States,41.6578,-87.6812
Magdalena de Kino,Mexico,30.6166,-111.05
Fray Bentos,Uruguay,-33.139,-58.304
Whitehorse,Canada,60.7167,-135.05
Nova Cruz,Brazil,-6.4696,-35.44
The Crossings,United States,25.6708,-80.4018
Copiague,United States,40.6728,-73.3932
Landover,United States,38.9241,-76.8875
Sibiti,Congo (Brazzaville),-3.6896,13.35
Tecax,Mexico,20.2,-89.28
Madingou,Congo (Brazzaville),-4.164,13.554
Bella Unión,Uruguay,-30.2596,-57.6
Millbrae,United States,37.5994,-122.4024
Willowbrook,United States,33.9199,-118.2362
Frontera,Mexico,18.5804,-92.65
Visby,Sweden,57.6337,18.3
Ives Estates,United States,25.9632,-80.183
Moyo,Uganda,3.6504,31.72
Sunny Isles Beach,United States,25.9385,-80.1246
West Carson,United States,33.8229,-118.2931
Uthai Thani,Thailand,15.3819,100.0264
Tadjourah,Djibouti,11.7833,42.9
San José del Guaviare,Colombia,2.57,-72.64
Itaberaí,Brazil,-16.02,-49.81
Ojinaga,Mexico,29.5404,-104.41
Nkhata Bay,Malawi,-11.5996,34.3
Massapequa,United States,40.6676,-73.4706
Hillside,United States,40.6961,-74.2286
North Plainfield,United States,40.6209,-74.4386
Monsey,United States,41.1181,-74.0681
Mocoa,Colombia,1.15,-76.63
Guayama,Puerto Rico,17.9744,-66.1104
Roselle,United States,40.6527,-74.2599
Heredia,Costa Rica,9.992,-84.12
North Bay Shore,United States,40.7601,-73.2618
Fort McMurray,Canada,56.7333,-111.3833
Nsanje,Malawi,-16.9167,35.2667
Hamtramck,United States,42.3954,-83.056
Eirunepé,Brazil,-6.66,-69.8738
Colonia del Sacramento,Uruguay,-34.48,-57.84
Kayunga,Uganda,0.7025,32.8886
Caacupé,Paraguay,-25.387,-57.14
Gavarr,Armenia,40.3589,45.1267
Hayesville,United States,44.9793,-122.9739
Nar’yan-Mar,Russia,67.6474,53.0574
Yasothon,Thailand,15.788,104.151
Barras,Brazil,-4.25,-42.3
Trat,Thailand,12.237,102.509
Kilkenny,Ireland,52.6545,-7.2523
Lennox,United States,33.938,-118.3586
Ngozi,Burundi,-2.912,29.825
Heroica Ciudad de Tlaxiaco,Mexico,17.2704,-97.68
Mountlake Terrace,United States,47.7921,-122.3076
Portel,Brazil,-1.95,-50.82
Nakhon Nayok,Thailand,14.2,101.216
Itupiranga,Brazil,-5.12,-49.3
Motul,Mexico,21.1,-89.28
Paracuru,Brazil,-3.3995,-39.04
McNair,United States,38.9513,-77.4116
Luena,Angola,-11.79,19.9
Phayao,Thailand,19.1707,99.9083
Omagh,United Kingdom,54.6,-7.3
Sweetwater,United States,25.7786,-80.376
Palisades Park,United States,40.8472,-73.9967
South El Monte,United States,34.0493,-118.0484
Rutana,Burundi,-3.931,29.993
Impfondo,Congo (Brazzaville),1.6404,18.04
Maralal,Kenya,1.1105,36.68
Orange Walk,Belize,18.0904,-88.56
Penzance,United Kingdom,50.1337,-5.55
Lomita,United States,33.7933,-118.3175
Merrick,United States,40.6515,-73.5535
North Lynnwood,United States,47.8533,-122.2762
Makakilo,United States,21.3591,-158.0813
Artashat,Armenia,39.9539,44.5506
Atoyac de Álvarez,Mexico,17.2,-100.43
Jasmine Estates,United States,28.293,-82.6907
Elmwood Park,United States,40.905,-74.1201
South San Jose Hills,United States,34.0123,-117.9041
Bururi,Burundi,-3.9507,29.6166
Somoto,Nicaragua,13.476,-86.583
Viljandi,Estonia,58.3639,25.59
Columbia Heights,United States,45.0484,-93.2472
Schofield Barracks,United States,21.4936,-158.0617
Sligo,Ireland,54.2671,-8.4833
Lodwar,Kenya,3.1304,35.57
Franconia,United States,38.7682,-77.1587
Albany,United States,37.8898,-122.3018
West Chester,United States,39.9601,-75.6058
Bayshore Gardens,United States,27.4345,-82.5794
Sing Buri,Thailand,14.887,100.401
Hakha,Burma,22.65,93.6167
North Bellmore,United States,40.6904,-73.539
Tidjikja,Mauritania,18.55,-11.4166
Kratie,Cambodia,12.469,106.024
Kebili,Tunisia,33.69,8.971
Norwood,United States,39.1604,-84.4534
West Hempstead,United States,40.6959,-73.6507
Tsetserleg,Mongolia,47.4769,101.4502
North Amityville,United States,40.7005,-73.4118
Kavieng,Papua New Guinea,-2.5813,150.813
Lynbrook,United States,40.6579,-73.6742
Hermosa Beach,United States,33.8654,-118.3966
Canelones,Uruguay,-34.538,-56.284
La Crescenta-Montrose,United States,34.2323,-118.2353
Makamba,Burundi,-4.1333,29.8
Allende,Mexico,28.33,-100.85
Langley Park,United States,38.9897,-76.9808
Evergreen Park,United States,41.7213,-87.7013
Lillehammer,Norway,61.1333,10.5
Puerto Escondido,Mexico,15.8592,-97.0659
Faranah,Guinea,10.0404,-10.75
Kayanza,Burundi,-2.9,29.5667
Mobaye,Central African Republic,4.32,21.18
Mamaroneck,United States,40.9469,-73.7316
Iselin,United States,40.5702,-74.317
Mineola,United States,40.7469,-73.6392
Laï,Chad,9.395,16.305
Tchibanga,Gabon,-2.857,11.027
Central Falls,United States,41.89,-71.3934
Mzimba,Malawi,-11.9,33.6
Tillabéri,Niger,14.212,1.4531
Yellowknife,Canada,62.442,-114.397
North Valley Stream,United States,40.684,-73.7077
Hawthorne,United States,40.9579,-74.1581
Sơn La,Vietnam,21.328,103.91
Morristown,United States,40.7966,-74.4772
Bellwood,United States,41.8829,-87.8762
Viseu,Brazil,-1.1965,-46.14
Mubende,Uganda,0.5904,31.37
Paraguarí,Paraguay,-25.62,-57.16
Acatlán de Osorio,Mexico,18.2,-98.05
Hūn,Libya,29.1167,15.9333
Kimbe,Papua New Guinea,-5.55,150.143
Avenel,United States,40.5839,-74.272
Bellaire,United States,29.704,-95.4621
Rutherford,United States,40.8203,-74.1057
Ashtarak,Armenia,40.3017,44.3592
Fort Saint John,Canada,56.25,-120.8333
Ceres,Brazil,-15.3033,-49.6052
Whakatane,New Zealand,-37.9574,176.9828
Lezhë,Albania,41.788,19.654
Brookfield,United States,41.8245,-87.847
East Massapequa,United States,40.6743,-73.4358
Idylwood,United States,38.8896,-77.2055
Mansa Konko,"Gambia, The",13.3773,-15.6786
Point Pleasant,United States,40.0772,-74.0702
Winthrop Town,United States,42.3751,-70.9847
Sherrelwood,United States,39.839,-105.0014
Molde,Norway,62.7483,7.1833
North Massapequa,United States,40.7031,-73.4679
Hinche,Haiti,19.143,-72.004
Santiago Ixcuintla,Mexico,21.82,-105.22
Bryn Mawr-Skyway,United States,47.4949,-122.2411
Hyattsville,United States,38.9612,-76.9548
Mchinji,Malawi,-13.8,32.9
Tindouf,Algeria,27.6742,-8.1478
Dover,United States,40.8859,-74.5597
Kédougou,Senegal,12.5604,-12.18
Glassmanor,United States,38.8181,-76.9836
Muramvya,Burundi,-3.261,29.612
Keetmanshoop,Namibia,-26.5739,18.13
Mao,Chad,14.1194,15.3133
Dumont,United States,40.9452,-73.9923
Kirsanov,Russia,52.6574,42.7174
Burke Centre,United States,38.7903,-77.2998
Takoma Park,United States,38.981,-77.0028
Sudley,United States,38.7878,-77.4961
Kukës,Albania,42.083,20.434
Seabrook,United States,38.9802,-76.8502
Obock,Djibouti,11.9734,43.2856
Dzuunmod,Mongolia,47.711,106.947
Ojus,United States,25.9563,-80.1606
Đông Hà,Vietnam,16.85,107.1333
Greenfield,United States,36.3232,-121.2451
Harrison,United States,40.7431,-74.1531
Miahuatlán de Porfirio Díaz,Mexico,16.33,-96.6
Peto,Mexico,20.13,-88.92
Bostonia,United States,32.8189,-116.9479
Eldama Ravine,Kenya,0.0504,35.72
Wahiawa,United States,21.5004,-158.0198
La Paz,Honduras,14.32,-87.684
South Houston,United States,29.6611,-95.2285
Pakwach,Uganda,2.4704,31.48
Vincent,United States,34.0982,-117.9238
Woodmere,United States,40.6374,-73.7219
El Dorado,Mexico,24.3305,-107.37
Bulgan,Mongolia,48.8106,103.5317
Mehtar Lām,Afghanistan,34.65,70.1667
Loikaw,Burma,19.665,97.206
Massapequa Park,United States,40.6817,-73.4496
Merrifield,United States,38.8731,-77.2426
East Cleveland,United States,41.5318,-81.5795
Yauco,Puerto Rico,18.0344,-66.8614
Dutse,Nigeria,11.7992,9.3503
Makokou,Gabon,0.5671,12.8666
Härnösand,Sweden,62.634,17.934
Vila Real,Portugal,41.294,-7.737
San Ignacio,Belize,17.156,-89.061
Carmelo,Uruguay,-33.9896,-58.3
Glenmont,United States,39.0697,-77.0466
Zaghouan,Tunisia,36.4,10.147
Artesia,United States,33.8676,-118.0806
New Milford,United States,40.9337,-74.0196
Clayton,United States,38.6444,-90.3303
Ma’rib,Yemen,15.421,45.334
Hybla Valley,United States,38.7485,-77.0822
Apodi,Brazil,-5.65,-37.8
Four Corners,United States,44.9292,-122.9731
Brownsville,United States,25.8216,-80.2417
Country Walk,United States,25.6331,-80.4353
Manassas Park,United States,38.7718,-77.445
Lansdale,United States,40.2417,-75.2812
South Orange Village,United States,40.7491,-74.2602
Hazel Park,United States,42.4619,-83.0977
Cuilapa,Guatemala,14.279,-90.298
Mulanje,Malawi,-16.0333,35.5
Marsabit,Kenya,2.33,37.98
Santa Lucía,Uruguay,-34.47,-56.4
Rivière-du-Loup,Canada,47.8333,-69.5333
Ntungamo,Uganda,-0.8794,30.2642
South River,United States,40.4455,-74.3783
